,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
51,돌고래순두부,4.28,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_134%2F14410157439745lImQ_JPEG%2F11672265_0.jpg,1286,913,9.15
52,용호동할매팥빙수 남포점,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211211_206%2F1639209231208Q5XyA_JPEG%2F9DCB52D3-FD50-499F-A20F-82DE6EC5C1D9.jpeg,112,27,8.5
53,본참치,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181120_213%2F1542681908719u2DCd_JPEG%2FfO2yZ47gBiHJyNwbGK0ItuOq.jpg,1588,952,9.35
54,고등어정식할매집,,,9,135,
55,베이커스 남포점,4.53,,105,167,8.63
56,도라보울,4.52,,552,552,9.12
57,홍가네양곱창,4.85,,310,429,9.28
58,쿠우쿠우 부산 광복점,4.41,,1317,144,9.07
59,라이프버거,4.6,,526,392,9.14
60,클라우드밤,4.51,,187,128,8.61
61,롤링파스타 부산남포점,4.38,,980,138,8.97
62,이승학돈까스 본점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211221_274%2F1640085223172QjJT1_JPEG%2F1639472853712.jpg,1197,317,9.19
63,버거스올마이티 남포점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220423_155%2F1650722021893ADTf7_JPEG%2FKakaoTalk_Photo_2022-04-23-22-37-51_003.jpeg,532,216,9.08
64,굿올데이즈카페,4.65,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220427_115%2F1651026710644WTJ7n_JPEG%2FDSC02326.jpg,723,476,9.29
65,아수라 남포점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211109_108%2F1636446009987HDJP8_JPEG%2FIVwXbZ3Z3ySd5T7-4MgQilyJ.jpg,233,696,8.93
66,물레방아 즉석구이,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200413_115%2F1586746751050GNivW_JPEG%2FbmGTc1J1_ANTZogYuzhpw8Z7.jpg,212,159,8.72
67,부산숯불갈비,4.38,,965,300,9.06
68,탑플로어,4.63,,476,303,9.1
69,그리다부부,4.65,,560,519,9.25
70,바우노바,4.87,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150902_114%2F1441121805359fftJV_JPEG%2F136961613948649_0.jpeg,748,114,9.39
71,부평양곱창1호점,4.37,,800,736,9.14
72,중앙식당,4.34,,251,169,8.58
73,부산꼼장어,4.51,,160,61,8.61
74,이자카야 키,4.43,,108,295,8.59
75,종각집,4.25,,552,372,8.79
76,바모노스,4.71,,154,239,8.87
77,젠틀러커피,,,236,348,
78,규,4.52,,72,144,8.62
79,바다집,4.3,,394,363,8.7
80,화국반점,4.08,,561,588,8.68
81,낙원동 숯불 닭갈비,4.55,,183,106,8.65
82,우사기,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_87%2F1572404784692NUXAM_JPEG%2FMCLKOo-DOh6vd8IgCdrnVmzK.jpg,430,356,8.72
83,고향김치전골,4.26,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171219_75%2F1513659580179u2jTO_JPEG%2FI18Pz4terpWpt4qeiFVVTUj1.jpg,350,426,8.69
84,산수갑산,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190903_287%2F1567485206308Y8mdQ_JPEG%2FtkawCYUssmdi7N8wt1v0DgO3.JPG.jpg,294,218,8.84
85,옵스 광복롯데점,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_136%2F1441067496766LGiAc_JPEG%2FSUBMIT_1437643997643_16414750.jpg,5470,331,9.26
86,돌솥밥집,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_109%2F1547295968539IY9kl_JPEG%2FCaA0Ck6lSsQ3jkBdFu-mUyUl.jpg,273,246,8.87
87,컨트리맨즈 부산남포점,4.47,,335,126,8.78
88,마마도마,4.3,,503,353,8.84
89,카페 더 그리너리,4.49,,78,91,8.59
90,달달술집,4.45,,150,132,8.55
91,스시부엌,4.63,,225,321,8.96
92,비스트로 바이 지니케이트,4.56,,72,154,8.66
93,모리쵸 광복점,4.52,,310,474,8.95
94,재성밀면,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210811_142%2F1628684473564RIJ61_JPEG%2F-1_Wdpwoac4SocUAtC6SJSbP.jpeg.jpg,293,101,8.64
95,두툼왕돈까스,4.31,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220313_2%2F1647155742233AzR6B_JPEG%2FKakaoTalk_Photo_2022-03-13-16-15-02_005.jpeg,308,186,8.62
96,남포동 원조 찹쌀호떡 본점,4.6,,31,401,8.82
97,원조밀면,4.2,,223,188,8.44
98,간판없는김치찌개,4.5,,18,140,8.6
99,영도다리횟집,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_26%2F1555371962095aHLCt_JPEG%2FGZ6QQvWYCmNNWXwwSPu88KEv.JPG.jpg,221,224,8.78
100,모토,4.86,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180120_116%2F1516431469298NJMTW_JPEG%2FtdMQlJawlIkDggXM_qmGlsUk.jpeg.jpg,34,33,8.96
101,신창동커피,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220207_274%2F1644206771977QR0Ux_JPEG%2F%25BD%25C5%25C3%25A2%25B5%25BF%25C4%25BF%25C7%25C71.jpg,288,247,
102,화목정따로국밥,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200406_281%2F1586170467635MweAE_JPEG%2F4vusGMQRVeTYMvdC1jihqlWZ.jpg,210,64,8.7
103,군스빽립,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220120_59%2F1642606800955KrfuS_JPEG%2F%25B8%25DE%25C0%25CE%25BB%25E7%25C1%25F8_%25C8%25C4%25BA%25B8_2.jpg,149,253,8.66
104,섬진강재첩국,4.37,,241,31,8.61
105,골드러쉬,,,16,14,
106,알리아농 부산 라발스호텔점,4.3,,337,225,8.67
107,소문난똥집이모,4.33,,127,267,8.49
108,구땡식당 남포점,4.51,,200,200,8.81
109,겐짱카레,4.61,,359,187,8.92
110,할매집회국수,4.27,,348,301,8.67
111,조선의한우 부산남포점,4.6,,312,565,9.06
112,하카다라멘,4.43,,311,173,8.74
113,간바레쿠,4.76,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190307_67%2F1551927889705YVn2A_JPEG%2FTezdmq0X60c7UlJWfCO7FfQo.jpg,62,78,8.86
114,오복식당,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150925_13%2F14431625186334QEr3_JPEG%2F166875555856869_0.jpg,6,135,
115,돼지특별시,4.68,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_122%2F1651535500842IARQF_JPEG%2F1651535315647-0.jpg,210,158,8.92
116,대양곱창연탄구이,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211230_11%2F1640832218305BmwzX_JPEG%2FDSJ_2116.jpg,299,445,8.88
117,무언막걸리,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_130%2F1575901403927NS6IW_JPEG%2F-vnnQR1gDO3PoVoQpaQgX_KQ.jpeg.jpg,176,157,8.63
118,신경북상회,4.58,,174,539,8.83
119,아인스크레페,4.61,,54,95,8.71
120,75년 전통원조할매꼼장어,4.07,,93,140,8.17
121,마구로테이블,4.9,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220322_251%2F1647914810340DBDwm_JPEG%2F220321.jpg,835,178,9.49
122,경주해관,4.72,,104,85,8.82
123,남포수제비 부산창선점,4.33,,350,307,8.73
124,광복동12시,,,196,104,
125,삿포로쿠마 남포동점,4.02,,110,131,8.12
126,화현동,4.74,,109,124,8.84
127,뚜벅스 남포,4.88,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191019_132%2F1571412713142O7fM4_JPEG%2FwttxZ_tMb6VKoWEe0xpibiPH.jpg,610,724,9.58
128,도코로,3.96,,89,174,8.06
129,보수동가,,,15,23,
130,후후랩,4.52,,154,131,8.62
131,개림횟집,4.39,,143,51,8.49
132,타카라,4.38,,145,128,8.48
133,1964,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200925_76%2F1601034930010p1eQO_JPEG%2FlRRLFNAauePI9VQcj9RXEbY1.jpg,244,170,8.76
134,온기정 롯데백화점광복점,4.19,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200811_89%2F1597138068337D7unN_JPEG%2Fzo4Obrs10k_YHw3Li3xwvj-I.jpg,975,320,8.87
135,한양족발,4.16,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151020_294%2F1445307595495KECi7_JPEG%2F166970514973583_0.jpg,587,510,8.76
136,설스시,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210115_34%2F1610644520188LqiD2_JPEG%2FqMcRWqqSjCV2fnhucW-fmKjU.jpeg.jpg,856,292,9.21
137,동명칼국수,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200516_71%2F1589590133226OElVK_JPEG%2FZJbfcqLCP8sYyrq9jbrXMy2q.jpg,346,156,8.85
138,남포브릿지,4.85,,48,36,8.95
139,한양정식,,,1,35,
140,매일이 다르다,4.71,,63,124,8.81
141,마장동김씨 남포점,4.65,,149,42,8.75
142,석기시대,4.51,,252,278,8.81
143,바븐,4.51,,505,177,8.96
144,달봉이횟집,4.43,,105,139,8.53
145,해전곱창,4.62,,268,498,8.98
146,대양양곱창,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_266%2F15553720730448OCAQ_JPEG%2FlcWyOE5he-MXjEwGYpg9kgk0.jpg,189,118,8.54
147,제일돼지국밥,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190410_139%2F15548893199621VKY7_JPEG%2F18Tq4eSxw2V_t57zMLbbNrO6.jpg,83,43,8.34
148,큰집,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200404_104%2F1585973445739We1NU_JPEG%2FJbOXRIQCujFNBoTlzTtusoEq.jpg,496,221,8.8
149,블랙잉카,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_187%2F1570734916254npHrc_JPEG%2FCP8zWwIMQY5awEMlObGmobpl.JPG.jpg,217,346,8.77
150,하쿠 더 갓포,4.73,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191101_67%2F1572590941527uRM2M_JPEG%2Fp0WUi-iOA__jWRdoCaccU9ag.jpg,122,194,8.83
151,에몽데,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220411_238%2F1649658745065hA3f1_JPEG%2FScreenshot_20220409-104202_Instagram.jpg,18,19,
152,채도,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190527_63%2F1558952692312AHOSi_JPEG%2FlsnA6b_iBPUA9-WrqiX7cjbZ.jpeg.jpg,741,797,9.31
153,누에보,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200404_130%2F1585968354395UW9LI_JPEG%2FY9yqgllbXNFi2wi1Bf5dvvsV.jpg,164,260,8.63
154,우수식당,4.47,,150,167,8.57
155,아나브린,4.62,,147,276,8.78
156,홍주방 남포본점,4.51,,519,85,8.96
157,킷사모노,,,330,247,
158,남포 삼계탕,4.28,,308,125,8.59
159,부광돼지국밥전문점,4.35,,295,110,8.59
160,원조 깡통골목 비빔당면,4.12,,272,252,8.42
161,동삼정,4.9,,51,62,9
162,오복미역 남포직영점,4.13,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_261%2F1555372511711JCLmO_JPEG%2F5VXOC3k4afKGRDN9PXBUEyW-.jpg,373,110,8.44
163,미술공방 남포본점,4.73,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190428_90%2F1556415872715pyEUw_JPEG%2FMp2osxGLsccuizFkNbmQcQzn.jpg,312,146,9.04
164,경북대구횟집,4.1,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180201_118%2F1517481777231qjw6G_JPEG%2FLzv9z0Dj_TdVjOwgtLxYqfoD.jpg,426,96,8.48
165,테라비 남포점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_97%2F1645243213748gkWHe_JPEG%2F%25BF%25A1%25B1%25D7.jpg,492,43,
166,육전밀면 남포점,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190408_89%2F15547035697079cb5a_JPEG%2FE411fGO6NTyUjjN09jJLzuw-.jpg,1165,850,9.34
167,톤블랙&텐뿌라나인,4.41,,252,88,8.65
168,술고당 남포본점,4.49,,177,375,8.68
169,겐짱카레 본점,4.4,,36,80,8.5
170,안쪽집,4.51,,176,159,8.61
171,시샤,5,,79,34,9.1
172,편백집 롯데백화점 부산광복점,4.22,,301,92,8.53
173,멸치쌈밥집,4.43,,257,54,8.67
174,광복경양식 남포본점,4.4,,595,135,8.85
175,동해물회,4.47,,189,87,8.57
176,다래분식,4.32,,166,28,8.42
177,명성식당,4.48,,50,82,8.58
178,진맛집,4.2,,1152,119,8.79
179,브라운핸즈 보수동,,,10,48,
180,길 세이로무시 부평점,4.68,,163,273,8.84
181,모스버거 광복롯데점,4.49,,2997,244,9.28
182,옹헤야불백,4.58,,313,126,8.89
183,바우노바백산,4.62,,194,158,8.72
184,백구당,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200326_60%2F1585203525781b9odM_JPEG%2FmuqZtZ9rnkmBrlFJYmqzLQ_T.jpg,1635,309,9.16
185,퍼지네이블 광복점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_139%2F14410812131824wnEb_JPEG%2F156065585244986_0.jpeg,102,209,8.67
186,맛송송면집,4.11,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171101_220%2F1509510034670OUDkG_JPEG%2FQs7uDbQTz1W_tlDLgJcTC4NF.jpg,55,112,8.21
187,서진섭돼지국밥,4.22,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220107_299%2F1641520854787YGFHl_JPEG%2FIMG_8056.jpg,228,273,8.52
188,와키와키커피,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180710_94%2F1531215079028IM3H6_JPEG%2FQOlLrBofLht_oo8pbO7iWv8R.jpg,228,156,8.79
189,남포당,4.47,,1495,433,9.25
190,스이오니,4.62,,190,86,8.72
191,장우손부산어묵 깡통시장본점,4.53,,142,55,8.63
192,겐짱카레,4.37,,284,521,8.76
193,마카오박,4.48,,216,252,8.78
194,목구멍 남포점,4.71,,231,85,8.95
195,두끼 부산남포동점,,,404,118,
196,누군가의이야기,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200420_287%2F1587369575061wpNdf_JPEG%2FIAU5xG6RzzW3Nyrb3o9SJGcv.jpeg.jpg,102,87,8.68
197,남포쭈꾸미,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_299%2F1441067580963F3dCq_JPEG%2FSUBMIT_1380261838947_16424648.jpg,178,848,8.64
198,깡통시장 바리스타 PTG,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220114_114%2F1642130290166YY9Ww_JPEG%2FKakaoTalk_20220114_120147429_05.jpg,490,49,8.73
199,꼬지사께 자갈치역점,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_149%2F1505796021071gKLg0_JPEG%2FhysRblWcR1bn6_GJXs6H-_M8.jpg,55,29,8.5
200,부산 순대 돼지국밥 24시,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190514_213%2F1557816140307stF1n_JPEG%2FllpyamxAF1VJYg3QPuwi7c5T.jpg,220,18,8.7
201,신디시스,4.67,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220308_268%2F16467083019579Ag1V_JPEG%2F837C4F00-6BD5-46F4-A3FD-F7E35106BD6D.jpeg,131,230,8.83
202,마라쿵젠,4.89,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190611_144%2F15602145372541AvlU_JPEG%2Fw5SaODk8sEa3pGR40cbxjv72.JPG.jpg,1207,295,9.54
203,남포동참바다대게 독도꽃새우,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200427_107%2F15879605835227bN7I_JPEG%2FkimxXV8C0YRTViCt4YJXw4xG.jpg,124,218,8.51
204,홍대개미 남포점,4.38,,467,301,8.85
205,게네랄파우제,4.77,,471,491,9.27
206,유노추보 광복점,4.5,,73,112,8.6
207,꼬모도,4.45,,375,380,8.85
208,가온밀면 부산중앙점,4.33,,196,24,8.43
209,하라쿠시동,4.54,,115,20,8.64
210,몽상가들,4.57,,169,231,8.73
211,투썸플레이스 부산남포점,4.5,,2722,52,9.23
212,남포스시,4.55,,408,317,9.02
213,룰루랄라 남포점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180913_183%2F1536815361513OGTih_JPEG%2FXza4_MkfD5Av9vciRHUFL6xc.jpg,151,253,8.61
214,엔제리너스 부산남포점,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200502_195%2F1588387267778jGqvI_JPEG%2F4GGcbRFdgbk29v0jVey2SPFc.jpg,946,96,8.96
215,투썸플레이스 부산광복점,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191108_33%2F1573179663530I9oht_PNG%2FRJOHWKIVzOzp9Yv_P1Sy9uds.PNG.png,1512,23,9.16
