,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
247,태양반점,4.67,,59,1,8.77
248,투썸플레이스 부산문현금융단지점,4.26,,575,39,8.71
249,찬돌이네 떡갈비,,,19,,
250,아름다운밤,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211229_38%2F1640758587358TjCUd_JPEG%2F20211224_201807.jpg,9,10,
251,영아네,,,1,,
252,이비가짬뽕,4.67,,31,,
253,티바두마리치킨좌천범일점,,,1,,
254,꼬리치는장어,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200529_32%2F1590759169100GL29l_JPEG%2F_-ObkMGArjUGjsYv63qJLitL.jpeg.jpg,15,,
255,카페리빗,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190402_258%2F1554185430546CGu8z_JPEG%2Fa5O5bN2WCjh0fv3DQH-mp1rr.jpg,118,53,8.52
256,지호김밥우동,,,1,,
257,현대분식,,,2,,
258,퍼펙트아이스 범일부산현대백화점,4.47,,26,7,8.57
259,부추손칼국수,,,,12,
260,데판혼포 현대백화점부산,4.25,,56,2,8.35
261,미스시,,,3,,
262,이레식품,4.3,,43,,
263,해물손칼국수,,,4,,
264,유지로 세스이,,,2,6,
265,청룡맥주,,,25,2,
266,델리카트슨,,,1,,
267,할매손충무김밥 현대백화점부산점,4.69,,32,2,8.79
268,대수정 현대백화점 부산점,,,4,,
269,오떡순,4.64,,12,1,8.74
270,엄마네부엌,,,9,2,
271,팔도칼국수,4.65,,47,9,8.75
272,숲 카페,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190319_33%2F1552972245709i8WSw_JPEG%2F_v3bx9-DNSvDmjzXWsos3rrc.jpg,117,3,8.67
273,백년백계닭강정 현대백화점 부산점,,,6,,
274,아지트,,,,,
275,시골돼지국밥,,,2,3,
276,영빈갈비,,,13,,
277,일로공작,4.75,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210714_123%2F1626240176366OKpXf_JPEG%2Fqm6_73WqZh_54CmfvYoCMvc6.jpg,48,3,8.85
278,성북고개식당,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171005_203%2F15071699049126jQDd_PNG%2FrFYWX_xUpNcs3fUJADy4bRzw.PNG.png,,2,
279,꽃돼지소숯불갈비,4.39,,57,2,8.49
280,귀한손순두부,,,2,,
281,아슬란,3.83,,14,,
282,카페어울림,,,,1,
283,통영기사식당,,,,4,
284,유토 현대백화점 부산점,4.66,,80,3,8.76
285,타임,,,5,,
286,반디나무,4.47,,395,17,8.78
287,땡큐,,,1,,
288,포하우스 현대백화점 부산점,4.39,,1386,,
289,서울메밀면옥,4.42,,160,6,8.52
290,와인샵 현대백화점 부산점,,,9,,
291,김해뒷고기삼겹살,,,4,22,
292,앤티앤스프레즐 현대백화점부산점,4.37,,1650,2,9.03
293,호포갈비 문현점,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMzBfMjYx%2FMDAxNjQ4NjEwMjMzNzQ4.Dp56nkoO0CJQRxENfAl2JJQwWGpmzQbG0nN76cqXjzYg.HhvP7mKF7l4sl91IdqgDuksFRKDrmh2Oies9hH9mKa0g.JPEG.hmj00115%2FIMG_2536.jpg,2113,404,9.29
294,정선장횟집,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200710_72%2F1594354357975GncgO_JPEG%2F3l2EcjT-4hi_eR5qMjxH3HmO.jpeg.jpg,138,9,8.42
295,솔잎국수,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200428_205%2F15880823169892GfOf_JPEG%2FYSW9FcagMl7Ou-ygV-Wx-Cxa.jpg,,2,
296,영지다슬기들깨탕,4.59,,47,12,8.69
297,규봉카레,4.65,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200504_103%2F1588574783947LMGV5_JPEG%2FDcoqR5yeLhAnqNe-eKVVPvV3.jpg,199,57,8.75
298,돌담뒷통구이,3.81,,22,1,7.91
299,영심이왕족발 수정점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_101%2F15487410260513vlW1_JPEG%2FazOPN2Lee1FclsR77DUIC1LQ.jpeg.jpg,546,48,8.98
