,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
51,쇼쿠도,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200815_246%2F1597469388461oWXoU_JPEG%2F4lwwiGND9RYIfOX4VjjXPHw8.jpg,80,13,4,7,9.32
52,족발의장인 족장 부산장림점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180911_239%2F1536643219284yBMaW_JPEG%2FWdIicSSo5fdtry3yxsvjfati.jpg,202,32,7,8,9.34
53,하삼동커피 장림역점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_87%2F1600149456044thSHC_JPEG%2Fe3FnNKKITkSiELsQ1iwnbEcw.jpg,136,2,6,1,8.75
54,오시게,4.78,,29,3,1,3,9.14
55,보배반점 장림점,4.3,,261,95,8,9,9.28
56,설빙 사하장림점,4.49,,346,15,8,7,9.31
57,얌샘김밥 부산장림점,4.47,,151,1,7,0,8.71
58,상하이양꼬치,4.54,,66,31,3,8,9.34
59,대정수산 장림직영점,4.19,,176,55,7,9,9.15
60,역전할머니맥주 장림점,4.55,,208,10,7,6,9.27
61,장림연탄갈비,4.3,,101,15,5,7,9.06
62,통큰손칼국수,4.52,,105,6,5,5,9.12
63,이삭토스트 부산장림점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_72%2F1626659914046pukF0_JPEG%2F%25C7%25E3%25B4%25CF%25B0%25A5%25B8%25AF%25C7%25DC%25C4%25A1%25C1%25EE%2528%25B3%25D7%25C0%25CC%25B9%25F6%25C1%25D6%25B9%25AE%2529.jpg,443,12,9,7,9.37
64,컴포즈커피 장림역점,4.31,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191023_292%2F1571812150811X5gMv_JPEG%2FZP_dnjAZy05Z6pPoeNfpR043.jpg,217,4,8,4,8.89
65,유가네닭갈비 장림점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200227_168%2F1582781176918XiVPI_PNG%2FSXlCZCIAbbp8qXO531FhjnsI.png,186,21,7,7,9.35
66,칠칠켄터키 장림점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170731_278%2F1501473221660j1mpM_JPEG%2F186678504877081_0.jpeg,111,26,5,8,9.22
67,본죽 부산장림동점,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_267%2F1631251422069sVCzx_JPEG%2Ffj-rT0LKvOcH2RQHzvUciHrd.jpg,239,3,8,3,8.91
68,이디야 부산장림세정아울렛점,4.33,,101,6,5,5,8.93
69,가시어멍 장림점,3.8,,92,1,5,0,8.0
70,우돼끼리,4.38,,37,34,2,8,9.16
71,구공탄꼬리집,4.52,,62,22,3,8,9.32
72,우정까망촌돼지,4.36,,26,3,1,3,8.72
73,낭만연어,4.47,,59,4,3,4,8.95
74,텐퍼센트커피 장림점,4.47,,138,6,6,5,9.09
75,본가한옥집김치찜 장림점,4.15,,55,6,3,5,8.71
77,한솥도시락 장림나산리버빌점,4.52,,172,2,7,2,8.92
78,롯데리아 부산장림점,4.44,,642,3,9,3,8.96
81,부산왕족발,4.44,,44,9,2,6,9.06
82,미진축산 장림점,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200805_257%2F15966064231905e1V5_JPEG%2FF980GCaAy4hHJH0jgOU8IOYf.jpg,138,26,6,8,9.46
83,하삼동커피 장림점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_50%2F1575609654666G9FXP_JPEG%2FWukaP6B2t8DYP-8ySP2xl_WY.jpg,208,1,7,0,8.79
84,냉삼집 장림점,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_135%2F1575882164394eJ2bi_JPEG%2FOsFmMXJ7j_kgjRRL8VroOQC5.jpg,108,37,5,9,9.52
85,바우네감자탕,4.59,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190511_134%2F1557566176045oq0Tp_JPEG%2FKrdpfIIVAT6ZMwTj9O2FHt6R.jpg,20,77,0,9,9.41
