,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
223,철마추어탕,4.56,,57,2,3,2,8.88
226,파리바게뜨 범어사역점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_137%2F1649836871839vy6S2_PNG%2Fimage.png,903,5,9,4,9.15
235,마산왕돼지국밥,4.25,,148,18,6,6,8.95
237,현지네맛집,4.66,,46,1,2,1,8.88
239,삼삼만두찐빵 남산본점,4.4,,41,2,2,2,8.7
256,손영환비빔국수칼국수,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220323_281%2F1648027124975nEk2p_JPEG%2FScreenshot_20220323-171036_NAVER.jpg,795,180,9,9,9.29
257,상황버섯칼국수,4.21,,91,9,4,5,8.79
258,황궁,4.2,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210103_94%2F1609660473557q3Y0J_JPEG%2FeJBKQfgPZJyNBHJYADbT3_PX.jpg,102,3,4,3,8.62
259,가미국수,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_285%2F1648107598069K6if9_JPEG%2FScreenshot_20220324-162955_KakaoTalk.jpg,262,36,7,7,9.16
260,바담코다리찜 두구점,4.66,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200515_45%2F1589547023710WTGW5_JPEG%2FT0F5UXFjRYBj4BahGgkpiuMQ.jpg,34,2,1,2,8.94
261,이가야 칼국수왕만두,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210902_236%2F1630563955006xU6m5_JPEG%2FlhZbytps1Xz81ZYbg9GRPAQb.JPG.jpg,27,7,0,4,8.92
