,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
174,손맛칼국수,4.6,,68,6,4,5,9.18
177,울릉도오징어회포차,4.74,,26,8,1,6,9.34
179,본동반점,4.5,,54,1,3,0,8.66
180,배떡 장림다대점,4.38,,42,2,2,2,8.68
181,한양족발,4.38,,66,1,3,0,8.54
183,요달의찜닭&내가닭도리탕이다 장림점,4.61,,63,4,3,4,9.09
186,자미당 장림점,4.19,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_229%2F1592387879079ubgCT_JPEG%2F9gXpMhVp5-VuvPGaUNsNr8SI.jpg,33,3,2,4,8.65
188,피자에땅 장림점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_297%2F1654654748965QiKOy_JPEG%2F%25C6%25AE%25B8%25AE%25C7%25C3%25C4%25A1%25C1%25EE%25C7%25C1%25B6%25F3%25C0%25CC_%25C6%25F7%25BD%25BA%25C5%25CD.jpg,55,1,3,0,8.69
190,동두천부대찌개,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_112%2F1548765028407iWrL8_JPEG%2FicM5KUVU04c7KA3AebwQObeZ.jpeg.jpg,37,4,2,4,8.93
191,J Cafe,4.55,,11,4,0,4,8.97
192,놀보 돼지국밥,4.49,,139,1,6,0,8.71
195,족과의동침 부산장림점,3.96,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151104_70%2F1446630316648Idejl_JPEG%2F166980586841295_0.jpeg,20,4,0,4,8.38
196,인생역전,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200922_162%2F16007753073426LpUT_JPEG%2FfxmBiC8v67hZ0DDpnQ8XA5Li.jpeg.jpg,16,1,0,1,8.56
197,우송꼬마김밥,4.65,,80,2,4,2,8.99
200,카페시오,4.0,,24,24,1,8,8.76
