,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
66,다가치통닭 부산 범어사역점,4.66,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210809_126%2F16284815489501Nx1s_JPEG%2FC63dZOIvnHsDd-VWTBIoApBS.jpg,88,10,6,5,9.28
67,히로가츠,4.28,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210421_275%2F1618994986787ta3MJ_JPEG%2FKakaoTalk_20210421_174557806.jpg,92,9,6,5,8.9
69,바나나포차&펍,4.75,,16,1,0,0,8.85
71,올레포차 남산점,4.42,,25,2,1,1,8.62
72,만경족발,4.44,,93,7,6,4,8.98
73,만조스시,4.94,,27,4,1,3,9.3
74,알통떡강정 남산점,4.53,,102,2,6,1,8.83
75,장보고회수산,4.35,,50,7,3,4,8.83
79,블루엘커피,4.5,,44,5,3,3,8.9
81,동키치킨 청룡점,4.67,,12,1,0,0,8.77
82,스마일마라탕,4.91,,60,8,4,5,9.49
83,팔복통닭,4.64,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161129_277%2F1480402372606rwxrE_JPEG%2F177079558272248_0.jpeg,20,6,1,4,9.08
84,동대문엽기떡볶이 부산남산점,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190827_36%2F1566882591748xsAQY_JPEG%2FJfvPnkZORR1-HTuKBy3TuQAZ.jpg,46,10,3,5,8.91
86,금문돼지국밥,4.38,,174,21,7,7,9.18
87,본죽 부산남산점,4.59,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_267%2F1631251422069sVCzx_JPEG%2Ffj-rT0LKvOcH2RQHzvUciHrd.jpg,104,4,6,3,9.05
88,역전할머니맥주 부산남산역점,4.71,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201112_251%2F1605162804346hVHi0_JPEG%2FP8XUNUVfMhxSDtqm2NUAx_IB.jpg,89,2,6,1,9.01
89,썬더치킨 남산1호점,4.56,,56,12,4,6,9.22
90,장가계,4.27,,146,14,7,6,8.99
91,배떡 남산점,4.71,,36,5,2,4,9.17
92,칭따오포차 요리주점,4.59,,55,78,4,9,9.49
93,제주이마이가남산점,4.63,,62,17,4,7,9.37
94,풍년오리박사,4.46,,39,8,2,5,9.0
95,깐풍집통닭 구서남산점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181130_221%2F1543512697745llh2e_JPEG%2F4woH_K9UFP4Ugn4T2b-1tXmT.jpg,14,22,0,7,9.11
97,핸즈커피 범어사역점,4.58,,94,9,6,5,9.2
98,노랑통닭 남산동점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_42%2F1648729985144oqtg2_JPEG%2F%25BF%25E4%25B1%25E2%25BF%25E4_%25BD%25E6%25B3%25D7%25C0%25CF_%25C3%25D6%25C1%25BE_400x400.jpg,107,3,7,2,8.78
99,더벤티 범어사역점,4.68,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_94%2F1592362308610bnDTF_JPEG%2FguxhSS81pQo8vNapEfQwT65_.jpg,131,2,7,1,9.0
101,"마부마라탕, 마라샹궈",4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210709_122%2F1625809750941n4iJr_JPEG%2F8pnevOhCRgQE8Fgy3kqZOx0U.jpeg.jpg,96,6,6,4,9.11
104,유가네닭갈비 부산외대점,4.44,,183,22,8,7,9.26
105,행운반점,4.5,,12,1,0,0,8.6
106,막끌리네,4.63,,16,2,0,1,8.81
107,송해반점,4.58,,145,5,7,4,9.14
110,춘하추동칼국수 남산점,4.39,,168,17,7,7,9.19
111,남산동 명태골,4.5,,52,1,3,0,8.66
113,청춘닭발,4.55,,69,10,5,5,9.15
114,롯데리아 부산범어사역점,4.5,,673,13,9,6,9.26
115,크라운닭발 남산점,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210118_210%2F1610935848999msSfT_JPEG%2F5HRHft0or279B8_yrMWaowMK.jpg,41,31,2,8,9.32
116,하삼동커피 남산점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200305_291%2F1583387929837jm9Dd_JPEG%2FjIWshevIBWXD0bnQgZC4T4u1.jpg,107,4,7,3,9.01
118,남산찹쌀아구찜,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_285%2F154872050093849L1w_JPEG%2Fow1AleLTEdHh_THGyPTcHjq6.jpg,26,3,1,2,8.6
119,미진축산 남산점,4.02,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211119_102%2F1637313032775palCD_JPEG%2FScreenshot_20211119-181028_Instagram.jpg,68,10,5,6,8.7
120,파리바게뜨부산남산점,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_162%2F1649837209096JBQSk_PNG%2Fimage.png,769,11,9,6,9.23
121,축협횟집,4.85,,326,20,8,7,9.67
122,카페051 남산역점,4.36,,102,3,6,2,8.74
123,수미김밥칼국수,4.65,,33,2,2,1,8.87
125,장마당민물매운탕,4.5,,13,3,0,2,8.76
127,맛깔참죽 &완도미역 부산남산점,4.54,,36,2,2,1,8.76
128,노가네족발,4.84,,22,1,1,0,8.96
132,88아구찜,4.49,,82,3,5,2,8.85
135,영월돼지숯불갈비,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_120%2F15487221444332ec8Q_JPEG%2FilKqj6asB5fadSXJyoRelyJ5.jpg,62,6,4,4,8.84
136,파리바게뜨 범어사역점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_137%2F1649836871839vy6S2_PNG%2Fimage.png,903,5,9,4,9.15
137,시골보리밥,4.47,,48,9,3,5,9.03
139,두레아구찜,4.1,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_162%2F154857473522235bVh_JPEG%2FjdWCvtHs0XlHKCPh6O9S3RKW.jpg,50,8,3,5,8.66
140,한성가마솥돼지국밥,4.37,,132,8,7,5,9.01
141,산,4.6,,46,3,3,2,8.92
143,처갓집양념치킨 부산외대점,5.0,,14,6,0,4,9.42
144,샤틴,4.49,,92,12,6,6,9.19
147,우리마을돼지국밥,4.68,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_248%2F154857425231773LmX_JPEG%2FJkiQAq3si0hunaMHzTJXHzqo.jpg,33,3,2,2,8.98
148,부리나숯불바베큐치킨호프 남산청룡점,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_217%2F1548846051771qqPRT_JPEG%2FkXbfSsbyqhUFTrHNzws5gZeG.jpg,33,13,2,6,9.2
149,순수치킨 부산구서남산점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_86%2F1650862148231UsI5W_JPEG%2F%25B8%25C5%25C4%25DE%25C3%25BB%25BE%25E7%25B8%25B6%25BF%25E4%25C4%25A1%25C5%25B2.jpg,55,22,4,7,9.2
151,불로만치킨바베큐 남산점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_218%2F1441000320052MRArM_PNG%2FSUBMIT_1371351310704_31536122.png,73,21,5,7,9.14
152,정항우케익 범어사역점,4.18,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200220_126%2F15821534964043X0C8_JPEG%2FPwD86imzgtOv71dQoOH5eyh9.jpg,172,1,7,0,8.42
153,대양회직판장,4.14,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_71%2F1617262906539pIoCl_JPEG%2FG6RIWqhPThjw4qfJADoL9Taj.jpg,14,1,0,0,8.24
154,가마솥뚝배기,4.55,,29,4,1,3,8.91
156,원초김밥 남산점,4.39,,456,10,9,6,9.15
158,마당한식주점,4.32,,18,4,0,3,8.66
160,오케이암소갈비살 남산점,4.61,,58,8,4,5,9.19
162,돼지새끼,3.86,,17,3,0,3,8.2
163,셀라스 범어사점,4.65,,1109,445,9,9,9.65
164,금하찹쌀아구찜,4.58,,86,14,6,6,9.28
167,노란밥차,4.78,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_159%2F1548837377938Btyi2_JPEG%2Fy1mtCykoXDpPbULpXW7BSTgn.jpg,332,7,8,5,9.44
168,한우가,4.05,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191026_171%2F1572088784210FiNrA_JPEG%2FHjSEp3-zlaIeHdVQ4Frps21b.jpeg.jpg,18,1,0,0,8.15
170,남산밀면본점,4.65,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200711_259%2F1594471545181XG8KM_JPEG%2FFXavDMxcDmY0MJNb4FFzw1CI.jpg,26,4,1,3,9.01
171,수타5900남산점,4.43,,114,2,7,1,8.75
172,보정소머리곰탕,4.0,,58,1,4,0,8.18
173,구포촌국수,4.43,,977,310,9,9,9.43
175,김밥천국 팔송점,4.19,,46,5,3,4,8.67
176,금샘다방,4.68,,476,593,9,9,9.68
179,세븐치킨 남산점,4.0,,16,2,0,1,8.18
181,남산커피,4.59,,42,7,3,5,9.15
183,용호각,4.52,,44,4,3,3,8.92
187,왓다식육식당 남산점,4.3,,54,7,4,5,8.88
188,해운대횟집,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200109_107%2F1578552175972WQfz2_JPEG%2Fimage.jpg,47,3,3,3,8.9
191,팔송식당,4.55,,43,6,3,4,9.03
192,도원숯불갈비,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211114_117%2F163686114101992TR7_PNG%2F%25B0%25A5%25BA%25F1%25B5%25B5%25BF%25F8_s_signature.png,45,26,3,8,9.17
193,부부도매횟집,4.43,,66,2,5,1,8.71
195,육해공군 남산점,3.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_300%2F1592323881480NI3Ru_JPEG%2FUDV-RIYIomL_NIB0L8neps4W.jpg,10,1,0,0,7.35
196,통영대복집,4.49,,85,8,6,5,9.11
197,송송밥찌개,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_193%2F1548720659554hIHwe_JPEG%2FvJziUZ2RMAGBmoFeixkp7K28.jpg,28,2,1,1,8.67
198,척척네,4.33,,38,12,2,6,8.95
203,경주집,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200324_217%2F1585010769355ePNJ7_JPEG%2F3A_Y3oyxezTnr4HJVsL8hfnv.JPG.jpg,471,590,9,9,9.54
204,커피생각9월호,4.84,,77,10,5,6,9.52
206,남서울왕족발,4.34,,56,6,4,4,8.84
207,참사랑,4.5,,12,1,0,0,8.6
208,해강수산,4.58,,53,12,4,6,9.24
210,정항우케익 남산역점,4.4,,79,3,5,3,8.84
213,700비어 남산점,4.1,,39,2,2,1,8.32
216,삼삼만두찐빵 남산본점,4.4,,41,2,2,1,8.62
217,흑미쌀짜장짬뽕,4.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220615_33%2F165525938801538pUA_JPEG%2F%25C8%25E6%25B9%25CC%25BD%25D2%25C2%25AB%25BB%25CD.jpg,23,3,1,3,8.36
218,아리산,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_176%2F1548844581593TQb3w_JPEG%2Flld30xXg_M4T8COzZSH2CKNr.jpg,24,1,1,0,8.7
219,지코바치킨 지코바양념치킨팔송점,4.81,,27,2,1,1,9.01
222,장원숯불갈비,4.53,,61,6,4,4,9.03
227,코코벨로스,4.52,,34,3,2,3,8.9
229,봉구비어 남산동점,3.92,,31,4,2,3,8.3
230,장터식육도매식당,4.51,,121,14,7,6,9.23
231,송원찹쌀아구찜,4.42,,62,2,4,1,8.68
234,철마추어탕,4.56,,57,2,4,2,8.9
235,꼴닭남산점,3.93,,17,2,0,2,8.19
237,우렁각시와꽃길,4.88,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_50%2F1631240952292Oql8x_JPEG%2F6R-D5kCDYBNFcGpu9KhjdRDH.jpg,343,41,8,8,9.78
239,얼큰이삼천포포차,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_124%2F15485729804771q4df_JPEG%2F2dSNDpr79tTHgnWiaeRZVdk-.jpeg.jpg,18,1,0,0,8.39
240,미로비어,4.29,,39,14,2,7,8.99
242,돼지들의합창,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_215%2F1548845558773ubqTT_JPEG%2FHeR-XrP6gjoWiyeevsaSmcv9.jpg,37,11,2,6,8.86
244,여기가영풍횟집,4.77,,36,4,2,3,9.15
248,나도김밥,4.36,,21,1,1,0,8.48
249,남산산곰장어,3.9,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_172%2F1548845711670vxPcd_JPEG%2FgW4jOvhI1CgtuwngIjyKeYSi.jpg,19,1,1,0,8.02
250,태리로제떡볶이&닭강정 구서남산점,3.75,,11,2,0,2,8.01
258,한상가득,3.89,,39,2,2,2,8.19
259,선어횟집,4.38,,29,1,1,0,8.5
262,가마솥돼지국밥,4.22,,30,7,2,5,8.76
266,남산도매횟집,4.13,,38,2,2,2,8.43
267,그린하우스양과점,4.34,,52,2,3,2,8.66
270,베란다치즈,4.67,,114,86,7,9,9.63
278,현지네맛집,4.66,,46,1,3,0,8.82
281,국대후라이드치킨 남산점,4.47,,21,1,1,0,8.59
282,TEA1,4.47,,60,336,4,9,9.37
285,고향국수,4.33,,12,2,0,2,8.59
292,원조동촌칼국수,4.61,,548,136,9,9,9.61
293,임진각식당,4.31,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160509_250%2F1462759172100USSbP_JPEG%2F176459508951341_0.jpeg,210,48,8,8,9.21
296,강원식당,4.46,,16,2,0,2,8.72
297,오여사원조조방낙지 본점,4.37,,50,1,3,1,8.61
