,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
203,동해횟집,4.53,,117,6,8.63
204,서라벌돼지국밥,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_164%2F14410065049321SlHj_JPEG%2F35528070_0.jpeg,52,3,8.49
205,511더치앤커피 부산진역점,4.31,,63,2,8.41
206,스콘티,,,28,12,
207,모녀닭발,,,1,,
208,왕가,4.31,,171,16,8.41
209,팔공국밥,4.13,,57,,
210,참치원장,,,5,,
211,남포수제비 부산역점,4.2,,89,8,8.3
212,LA족발,4.61,,14,4,8.71
213,원조콩나물비빔밥,4.56,,85,2,8.66
214,비엔씨 부산역점,4.48,,419,291,8.92
215,건양정홍삼삼계탕 부산수정점,4,,50,2,8.1
216,단미포차,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_56%2F1441094171024eKanH_JPEG%2F166477448435279_0.jpeg,4,2,
217,꼬리치는장어,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200529_32%2F1590759169100GL29l_JPEG%2F_-ObkMGArjUGjsYv63qJLitL.jpeg.jpg,15,,
218,김밥마당 수정점,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_99%2F1588321107986PqMwp_JPEG%2FmeE-XcT-M4B-wmG7EEb9YaaW.jpg,71,2,8.62
219,빈티지38 부산역사점,4.19,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191122_10%2F1574384838884Af7MY_JPEG%2FhT_sZ41ZUCHhqhFse6lJIk9N.jpg,153,28,8.29
220,하동식당,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_253%2F14410339792997oCqK_JPEG%2F96680557022589_0.jpg,7,2,
221,꾸이한끼 부산수정점,,,24,4,
222,충무김밥여행,4.34,,135,1,8.44
223,수정궁,,,3,3,
224,소문난집보리밥,4.27,,31,3,8.37
225,대통보쌈모밀,,,54,2,
226,장수촌24시순대돼지국밥,4.39,,924,46,8.98
227,진주비빔밥,,,26,1,
228,우미참치,4.6,,28,2,8.7
229,밀양순대돼지국밥,,,52,2,
230,홍해,4.2,,37,1,8.3
231,규봉카레,4.65,,199,57,8.75
232,다홍치마,4.15,,96,9,8.25
233,스고이,4.7,,35,1,8.8
234,막창돼지소,,,4,1,
235,풍성석쇠구이전문점,4.43,,31,4,8.53
236,BHC치킨 수정점,4.53,,,6,
237,생대복,4.29,,81,5,8.39
238,꼬꼬마당,4.58,,60,4,8.68
239,부산진산곰장어,4.32,,25,4,8.42
240,푸드앤카페,4.28,,163,3,8.38
241,가마솥,4.38,,138,5,8.48
242,빈센트,4.07,,28,6,8.17
243,수정송화숯불갈비,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220403_255%2F1648979725866X1kLs_JPEG%2F20220403_185441.jpg,4,1,
244,송백숯불농원,4.27,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_49%2F1548575880500b5o5G_JPEG%2FnHzcsxW8Sp1T7S7hf-1kpYiK.jpeg.jpg,38,2,8.37
245,봉구비어 수정점,4,,17,11,8.1
246,나베야,4.42,,249,22,8.66
247,브로드웨이커피 프라임호텔점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210104_22%2F1609747399196jgYdY_JPEG%2FRoRyV4WDP3DR9euSLh7yQkFU.jpg,138,1,8.55
248,길림성,,,13,4,
249,장수영양탕,4.17,,48,1,8.27
250,부산진족발,,,94,4,
251,호야오뎅,4.79,,27,2,8.89
252,풍전보리밥칼국수,3.59,,46,3,7.69
253,덕화네수구레국밥,,,9,1,
254,하림식당,4.48,,49,1,8.58
255,상미한식,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_206%2F1548740429995fmE9N_JPEG%2FKLn9Bppvh_uzU0a6ghY6-yc-.jpeg.jpg,81,1,8.42
256,세정돼지국밥&밀면,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211013_211%2F1634109893819u9gbz_JPEG%2FZNJG_x0Fgm3BUmHEyTKDQi5l.jpg,1,,
257,문어사냥,,,,1,
258,수정갈비탕,4.2,,22,,
259,마초떡볶이 동구점,4.46,,60,7,8.56
260,할리스 부산역사점,4.47,,397,15,8.78
261,수정식당,4.25,,23,1,8.35
262,수정죽집,4.13,,21,,
263,남천할매떡볶이(부산역2층맞이방스낵점),4.27,,158,42,8.37
264,솔잎국수,,,,2,
265,소당한그릇,4.1,,35,18,8.2
266,까투리 수정점,4.19,,19,1,8.29
267,소문난주문진막국수,,,2,2,
268,요달의찜닭 동구점,4.67,,55,1,8.77
269,시장생선구이,4.16,,28,,
270,엄마네부엌,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170511_55%2F1494462808922hxJ7A_JPEG%2F186461496348_0.jpg,9,2,
271,싱싱도매횟집,4.32,,56,2,8.42
272,일품맛소맛갈비탕,4.24,,42,1,8.34
273,광수육회 부산1호점,4.1,,44,3,8.2
274,텐퍼센트커피 범일베스티움점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220323_102%2F1647997340616JrSnm_JPEG%2F%25B1%25E8%25C0%25E5%25C7%25F6_20220322_100717_2.jpg,7,1,
275,김대리비어,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200428_294%2F1588082367330EMkl8_JPEG%2FWZS0eCk1FYLhbp2kQCqvektM.jpg,74,1,8.68
276,애드본카페,4.49,,208,4,8.73
277,송씨횟집,4.18,,51,3,8.28
278,오떡순,4.64,,12,1,8.74
279,꼼빠뇽베이커리,4.75,,98,22,8.85
280,혜림씨,4.5,,12,1,8.6
281,두래아구찜,,,6,2,
282,원조생갈치,,,19,1,
283,밀양식당,3.89,,16,,
284,선영분식,4.68,,25,2,8.78
285,플루800 수정점,4.43,,99,,
286,원조생갈치,4.42,,25,,
287,모녀식탁,,,1,,
288,파리바게뜨 부산역사점,4.32,,990,1,8.91
289,고궁삼계탕,4.28,,103,41,8.38
290,킥애스,,,,,
291,강릉초당골 짬뽕순두부,,,3,1,
292,요거트 아이스크림의 정석 부산진역점,,,2,4,
293,오타루,,,9,,
294,두고갈명가,4.63,,63,17,8.73
295,우리뷔페레스토랑,,,,,
296,떡실신,3.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200428_275%2F1588083395341CWv3g_JPEG%2FFHurZYj5NVxrZejMgkznGlTv.jpg,20,3,7.65
297,만나분식,4.46,,24,,
298,피자1번가 범일점,4.6,,72,3,8.7
299,호서정,4.66,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_132%2F1588320859036eiVYn_JPEG%2F6pM_61wMFWtluQjx6pJbAIBw.jpg,22,1,8.76
