,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
220,자갈치할매간장게장,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190730_114%2F1564414547792GxJ77_JPEG%2F-5gbFai2NOnktvI9CYmhQEAw.jpg,5,6,
221,자갈치식당,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210202_289%2F1612232133439ptQoD_JPEG%2F605NnIKAZmuZZlNxbWKf8o0H.jpg,8,2,
222,팥빙수 단팥죽 골목,,,9,84,
223,대성집,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200918_229%2F1600355591736bVDld_JPEG%2FPJK4sOyDM9HSvKFp8P0I1xOc.jpeg.jpg,,2,
224,대아숯불양곱창,4.25,,10,20,8.35
225,영도상회,4.54,,57,14,8.64
226,다이닝펍 나다,4.62,,59,92,8.72
227,금오생고기,4.45,,143,6,8.55
228,김태진뮤직룸,4.33,,27,2,8.43
229,술고당 남포본점,4.49,,177,375,8.68
230,영쿡식당,,,,,
231,대박집,4.36,,120,5,8.46
232,일리카페 롯데백화점 광복점,4.42,,251,21,8.66
233,포항물회,4.44,,196,27,8.54
234,잣품은그집호두과자 롯데백화점광복점,4.44,,117,10,8.54
235,퍼하우양,,,3,3,
236,충무장어구이,4.47,,22,1,8.57
237,라오라오,,,1,4,
238,라벨스하이디 롯데백화점광복점,4.54,,105,13,8.64
239,밥에김가담,4.53,,22,3,8.63
240,교촌치킨 남부민점,4.55,,,2,
241,가덕도상회,,,7,2,
242,카페도도,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220405_172%2F1649132751476GnR0I_PNG%2F20220405_132542.png,18,3,
243,고래1번지,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_54%2F1441058648677HqlvO_JPEG%2FSUBMIT_1292981026307_13582058.jpg,64,55,8.48
244,아리산,4.19,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210413_251%2F1618312973252z141h_JPEG%2Fkq8QHksNj2--TS8yt5Oe-IVj.jpg,157,9,8.29
245,고향횟집,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200731_100%2F1596172934384X1uRY_JPEG%2FCNxLGelLIsAE-O4Fi1qRfpCy.jpg,16,,
246,원조밀면,4.2,,223,188,8.44
247,충무코다리,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180905_97%2F1536134144345hPl8r_JPEG%2FZQWrXeA1nr9x7rAc3jMxYnEG.jpg,207,19,8.64
248,시마스시 광복점,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190319_191%2F1552961629710H9s9o_JPEG%2F-YVJ03J_BfhePZ25qgZAeYY-.JPG.jpg,265,6,8.56
249,롬카페 롯데백화점 광복점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190215_163%2F1550205814569wwgS0_PNG%2FobvtM3AYjhPejLtep-cr50La.png,173,2,8.61
250,소담식당,4.43,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210109_255%2F1610172841838qsAaP_JPEG%2FJ15v_Hdvnv4lbKfceFWNj3LD.jpg,32,,
251,윙윙호프,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_188%2F1633935868139uM0YQ_JPEG%2FwEEwKguJtD9T_qN8AWZadPS9.jpg,3,2,
252,수정집,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200917_160%2F1600348798976U1G5A_JPEG%2FNtiyI-7e2tF3M_w5ERTl5p7k.jpeg.jpg,2,5,
253,스타벅스 남포동역점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,2970,128,9.26
254,화신상회,4.64,,42,,
255,백미당 롯데백화점광복점,4.45,,167,25,8.55
256,해신상회,,,9,1,
257,건스앤쉬림프 광복점,4.52,,35,17,8.62
258,남해멸치쌈밥,3.88,,63,13,7.98
259,이찌,4.52,,179,266,8.68
260,대광곱창1층8호,4.25,,26,11,8.35
261,본가숯불갈비,3.55,,18,1,7.65
262,순박네,4.54,,12,,
263,락휴노래타운 부산 자갈치점,4.72,,29,5,8.82
264,보배상회,4.6,,65,18,8.7
265,자갈치본가횟집,4.33,,109,23,8.43
266,부산꼼장어,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191029_251%2F1572316875782AtS4T_JPEG%2F1vo_t6t0HyFPLtwruRRqhVXN.jpg,160,61,8.61
267,골목안집 갈비탕,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200129_237%2F1580286592935Klege_PNG%2F%25C1%25A6%25B8%25F1%25BE%25F8%25C0%25BD.png,1,1,
268,홍대개미 롯데백화점 광복점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_227%2F1652056521447dHsTm_PNG%2F%25C8%25AB%25B4%25EB%25B0%25B3%25B9%25CC_%25B7%25CE%25B0%25ED_.png,75,1,
269,원조합천돼지국밥,,,,1,
270,세끼분식,4.7,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200310_292%2F1583827290126EB1js_JPEG%2FAPVCUZvOUPVzwdvvLaXKC1ZO.jpg,17,1,8.8
271,대성횟집,4.13,,106,15,8.23
272,스시부엌,4.63,,225,321,8.96
273,남포당 롯데백화점 광복점,4.66,,110,75,8.76
274,향원정,4.34,,78,,
275,양가네손칼국수,,,2,3,
276,유림아구찜,4.39,,109,7,8.49
277,우정,,,,,
278,도톰한 연어&육회,,,3,,
279,거북이만두,,,65,1,
280,공차 부산남포점,,,349,1,
281,속시원한 대구탕,,,5,,
282,남포브릿지,4.85,,48,36,8.95
283,진명가국밥,4.12,,60,5,8.22
284,남포동산꼼장어집,4.5,,14,8,8.6
285,팔도강산,4.29,,24,4,8.39
286,미스카츠 롯데백화점광복점,,,49,7,
287,써브웨이 롯데백화점광복점,4.43,,177,3,8.53
288,더벤티 국제시장점,4.45,,181,1,8.55
289,영구네구이,4.09,,59,1,8.19
290,홍가네양곱창,4.85,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220118_11%2F1642515604125V0pon_JPEG%2F1642515354245-0.jpg,310,429,9.28
291,미정횟집,4.02,,154,50,8.12
292,식당토성동,4.64,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181221_180%2F1545381641811ryD75_JPEG%2Fvmlx04uLw7hx9cjXNxU8HCJa.jpg,58,30,8.74
293,서울설렁탕,,,3,1,
294,부영상회,4.43,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220201_254%2F1643685839222ODaKm_JPEG%2F20200728_180836.jpg,50,13,8.53
295,동원양곱창12호,4.35,,20,5,8.45
296,공차 롯데마트광복점,4.49,,527,12,8.94
297,진주식당,4.27,,60,2,8.37
298,우오가시 롯데백화점광복점,4.14,,11,19,8.24
299,추억의 찐빵,4.26,,173,,
