,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
47,배스킨라빈스 부산구서역,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,1177,18,9,4,9.1
48,수,4.65,,69,113,2,8,9.43
49,맘스터치 구서역점,4.42,,307,9,7,3,8.9
50,맥도날드 부산구서DT점,4.47,,5508,104,9,8,9.39
51,두건쓴형제 구서직영점,4.81,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220113_120%2F1642036301235w5Asa_JPEG%2FSD5D0934.jpg,74,35,2,6,9.43
52,선미중국관,4.88,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160924_59%2F1474699952119iMpre_JPEG%2F176874558249156_0.jpeg,26,4,0,1,9.06
53,양평해장국&뼈다귀해장국 구서점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190302_91%2F15515346741757KYHH_JPEG%2F8q-5rQW-yBmSQC2oAvnyzF41.jpeg.jpg,459,52,8,7,9.28
54,현풍식당,4.74,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210427_93%2F1619495146189LBliM_JPEG%2F8RKvEGoMyQ8OV8bc44wg9dIo.jpg,74,136,2,9,9.6
55,후라이드참잘하는집 구서남산점,4.45,,271,7,7,2,8.85
56,버거앤프라이즈 부산구서점,4.63,,140,25,4,5,9.21
57,오케이도매횟집 구서점,4.59,,93,22,3,5,9.15
58,옥수관,4.57,,205,51,6,7,9.35
59,푸주옥설렁탕도가니탕,4.34,,1074,111,9,8,9.26
60,노랑고래 구서점,4.56,,61,8,1,2,8.84
62,만희지커피,4.72,,67,44,1,7,9.4
63,노가 숙성회전문점,4.4,,73,12,2,4,8.86
66,카페이마고,4.97,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210915_97%2F1631701695011RPbl0_JPEG%2FQCj9cGZflP3Gs7yan5Pwnz0U.jpeg.jpg,56,13,1,4,9.41
69,목구멍 구서점,4.67,,261,168,7,9,9.63
70,가야밀면,4.47,,412,80,8,8,9.37
71,원카츠,4.52,,154,107,5,8,9.36
72,자담치킨 부산구서점,4.46,,99,6,3,2,8.78
73,연차랑 구서점,4.95,,45,38,0,6,9.53
74,개미집 금정직영점,4.48,,490,127,8,9,9.46
75,푸라닭 부산구서점,4.51,,146,23,5,5,9.11
76,구서옛날삼겹살,4.72,,130,81,4,8,9.54
77,일생상회 구서직영점,4.56,,126,116,4,9,9.46
78,도야족발 구서점,4.45,,217,120,6,9,9.39
79,구서쭈꾸미,4.35,,571,176,9,9,9.35
80,동키치킨 두실점,4.26,,89,9,2,3,8.64
82,호야문현곱창 구서동점,4.45,,115,43,3,7,9.17
83,삼형제쭈꾸미구서점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190128_84%2F1548652582341pbPXM_JPEG%2FD6HdZIq7HzsFMPYMW2FWEuJo.jpg,293,71,7,8,9.34
84,오소리순대,4.37,,135,60,4,7,9.11
86,더바른식당,4.62,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190611_107%2F156018638340695eLD_JPEG%2FVDbsLAmMbbm9ydeZv-1Nrtyy.jpeg.jpg,304,178,7,9,9.58
87,카페클로저,4.95,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_120%2F1650347047333J3VBe_JPEG%2F85D76FB3-59F0-4401-974D-A6412081BEC1.jpeg,45,61,0,7,9.61
89,국수나무 부산구서점,4.55,,145,16,5,4,9.07
90,명랑핫도그 구서점,4.55,,185,5,5,1,8.83
91,낭만연어 구서점,4.67,,130,45,4,7,9.41
92,장수돼지국밥,4.35,,189,25,6,5,8.97
93,삼바리 구서점,4.77,,152,28,5,6,9.45
94,고봉민김밥인 부산구서점,4.35,,584,3,9,0,8.63
95,맥주를구한피자 구서점,4.58,,120,58,4,7,9.32
96,수앙,4.69,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210915_126%2F1631715079098UoNpr_JPEG%2FmQdW34HLjobWTODmLYWnJIBr.jpg,231,32,6,6,9.39
97,홍이집 구서점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210414_75%2F1618376234909OMK01_JPEG%2FsdBtp9xGF-47MrU8NuYVJJyn.jpg,221,27,6,6,9.23
98,수중어초횟집,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211116_196%2F1637026982164FldpR_PNG%2F%25BE%25D5%25B8%25E9.png,125,24,4,5,9.18
99,평양메밀냉면,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190406_209%2F1554535743541trmbp_JPEG%2FwVHdWB2ndhiBWYTvjl6BHNtr.jpg,111,45,3,7,9.05
102,설빙 구서점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200303_32%2F1583228720347JPLGg_JPEG%2FZEzhcUzi7nwBms6c0678o5ei.jpeg.jpg,325,43,7,7,9.33
106,장수돌곱창,4.53,,93,43,3,7,9.25
108,본죽 부산구서점,4.31,,180,4,5,1,8.59
109,해논산업 본점,4.36,,415,29,8,6,9.1
110,텐퍼센트커피 두실점,4.39,,225,6,6,2,8.77
111,오정은a김밥 구서점,4.28,,115,4,4,1,8.54
112,돼지떡볶이,4.48,,342,18,8,4,9.06
113,명륜진사갈비 부산구서점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181119_192%2F15426013108198wDTW_JPEG%2FH-O4VOE54mE2mUDawxf1HUpQ.jpg,411,243,8,9,9.49
114,산들가는길구서점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210220_32%2F1613810155006WAVf1_JPEG%2FhS8Dzwgj8zHZDEQ1Uy0qoYDO.jpg,72,1,2,0,8.59
115,고반장왕돈까스,4.3,,102,28,3,6,8.94
116,스타벅스 금정구서점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,753,35,9,6,9.21
117,투썸플레이스 구서SK점,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201024_44%2F1603549329938KWQLM_JPEG%2FkE1-MJpqYC16dB5a_7SMcnm2.jpg,344,10,8,3,9.1
118,명가춘천닭갈비,4.71,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200201_218%2F1580523127476PUoPH_JPEG%2FSqnRcunpHUWRF7foLRVB3GBg.jpg,117,96,4,8,9.53
119,이귀남찜닭,4.69,,30,7,0,2,8.95
120,다미중국관,4.43,,352,62,8,7,9.25
121,이삭토스트 구서역점,4.61,,808,14,9,4,9.21
122,백고미,4.63,,107,34,3,6,9.27
123,맛있지요 구서역점,4.26,,307,3,7,0,8.5
124,국일관,4.2,,92,4,3,1,8.44
125,유메노다이닝,4.59,,43,33,0,6,9.17
126,몰틀리 구서점,4.53,,166,124,5,9,9.45
128,정가네종로빈대떡,4.38,,146,39,5,7,9.14
129,땅스부대찌개 구서점,4.56,,289,8,7,2,8.96
130,돈오락쪽갈비 구서점,4.79,,58,10,1,3,9.15
131,왕자맥주,4.54,,86,18,2,4,9.0
132,파리바게뜨 두실선경점,4.19,,822,3,9,0,8.47
133,부경 그집 쭈꾸미,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_206%2F1441041046845yHE7r_JPEG%2FSUBMIT_1419569808725_36098737.jpg,220,110,6,8,9.37
134,맷돌분식,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200518_55%2F1589801764878wQbAW_JPEG%2FXw0U7BOOxz1thTU7HBg2U6Pt.jpg,16,1,0,0,8.6
135,자담치킨 부산부곡점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_291%2F1545637928429X9yI5_JPEG%2Fdt4WFizmuM08aInTbm1uXjQn.jpg,290,8,7,2,8.86
136,구서김밥,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200213_116%2F1581579642344NPPXE_JPEG%2FZTyFUsXj9E56WWW5skuLFVaB.jpg,145,6,5,2,8.71
138,KFC 부산구서DT,4.48,,1317,17,9,4,9.08
140,삼겹식당 구서점,4.5,,353,23,8,5,9.16
141,홍콩반점0410PLUS 부산구서역점,4.39,,240,36,7,6,9.11
142,다담김밥,4.56,,55,1,1,0,8.68
145,김밥천국 두실점,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220712_61%2F1657591076099td4Dn_JPEG%2Fimage.jpg,35,1,0,0,8.45
146,동서낙지볶음 삼계탕,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151005_79%2F1444038602891x2R0w_JPEG%2F166955588020888_0.jpg,58,9,1,3,8.89
148,더크로와상구서점,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210413_140%2F1618309091046XV4lw_JPEG%2FavrdVvjXu5gaVOfzpzkZCyUc.jpeg.jpg,54,3,1,0,8.62
149,징기스 부산구서점,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_42%2F1656650240261HKefq_PNG%2F%25C2%25A1%25B1%25E2%25BD%25BA_%25BB%25E7%25C1%25F8.png,207,144,6,9,9.42
150,상상짬뽕 구서점,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201021_117%2F1603245634328RXaSS_JPEG%2Fp4T0P5BH4Bnw0gJ98h87YAET.jpg,110,7,3,2,8.72
151,원참가자미횟집,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211006_106%2F1633497991028gNWNr_JPEG%2F7tyE_g1igUYXrKMHt3SRYjJ4.jpeg.jpg,47,5,0,1,8.67
153,햇살머믄꼬마김밥 장전점,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200711_299%2F1594396248027xM248_JPEG%2FPgwJtm-j28AK2QenG-I5YzrH.jpg,238,2,7,0,8.74
155,대나무숯불바베큐,4.15,,38,14,0,4,8.57
156,상선도매횟집,4.28,,64,15,1,4,8.72
157,청담동대구뽈찜아구찜,4.47,,275,21,7,5,9.11
158,하이오커피 구서점,4.47,,403,24,8,5,9.13
159,수림상회,4.64,,95,24,3,5,9.2
160,불막열삼 두실7번역점,4.46,,70,9,2,3,8.84
161,신전떡볶이 구서점,4.46,,275,7,7,2,8.86
162,백년가마솥통닭 구서점,4.46,,191,19,6,5,9.08
163,뚜레쥬르 부산구서롯데캐슬점,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png,1010,8,9,3,8.99
164,파리바게뜨 구서역점,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200608_121%2F15916060189749Sj2g_JPEG%2Fk27H3zWAeGiRhGnXy86KGD09.jpg,1488,3,9,0,8.65
165,글래드커피,4.2,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220209_128%2F1644368871554P2tUi_PNG%2F%25C1%25A6%25B8%25F1%25C0%25BB_%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001-3.png,97,12,3,4,8.68
166,월매아구찜,4.52,,64,6,1,2,8.8
167,하삼동커피 두실점,4.23,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190418_291%2F15555562722324jYk0_JPEG%2FeUPuiI5Xh7Exlns6fIbczknS.jpeg.jpg,297,3,7,0,8.47
168,김인규돈까스전문점,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200120_3%2F15795025243251TFXW_PNG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD.png,153,72,5,8,9.17
169,파르코1023,4.54,,91,8,2,3,8.92
170,미스터빠삭 금정구청점,4.41,,205,3,6,1,8.71
171,진주추어탕,4.49,,121,19,4,5,9.07
172,소정아구찜,4.55,,94,30,3,6,9.19
173,온다커피,4.53,,53,2,1,0,8.65
174,스시 아라이,4.59,,49,40,0,7,9.25
175,고준희베이커리,4.92,,43,31,0,6,9.5
176,역전할머니맥주 부산구서점,4.41,,286,18,7,4,8.97
177,담락참치일잔 구서점,4.64,,54,34,1,6,9.24
178,육전과 막걸리가 맛있는 달가,4.52,,75,10,2,3,8.9
179,텐퍼센트커피 구서점,4.94,,53,5,1,1,9.14
180,만만한게 국밥,4.36,,326,24,7,5,9.0
181,카페아워,4.87,,60,16,1,4,9.31
183,소담식당,4.45,,104,12,3,4,8.93
184,이조팥빙수&팥칼국수,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210614_167%2F1623638687336tA9Vh_JPEG%2FrXXln7iDwxaqKoalbJLyBEOU.jpg,21,2,0,0,8.6
185,그린하노이구서점,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200629_41%2F15933982679886CD3z_JPEG%2F19EHOZXPPX-g6tZUctbYqrxX.jpg,386,37,8,6,9.21
186,철마환성암소원셀프식식육식당,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200307_223%2F15835671223208tIPV_JPEG%2F1rXdFvFBrxB7gaxrOY3R-jcm.jpg,81,4,2,1,8.78
188,명수정,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200131_121%2F1580461175787FRq2L_JPEG%2F6Bfo1Xfn9A-n3nj-TiYG3Fy6.jpeg.jpg,204,28,6,6,8.99
189,가장맛있는족발 부산구서점,4.2,,95,12,3,4,8.68
190,진송추어탕 금정구청점,4.46,,400,50,8,7,9.28
191,밀양돼지국밥,4.35,,252,6,7,2,8.75
192,뚱띠오돌뼈,4.65,,39,5,0,1,8.83
193,스타벅스 금정이마트점,4.49,,2197,20,9,5,9.17
194,미담,4.64,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191102_65%2F1572676070788LVKMC_JPEG%2F6wprEwo-qUHyn7WJ7df6uMRv.jpg,57,11,1,3,9.0
197,네번째갈비,4.39,,60,11,1,3,8.75
198,오니기리와이규동 구서점,4.59,,84,6,2,2,8.89
199,해연,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150812_71%2F1439342436514yIVIO_JPEG%2FSUBMIT_1439342425340_36438542.jpg,139,23,4,5,9.06
200,유부부 구서점,4.71,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210610_6%2F16232582933963p5gW_JPEG%2FRS24xU2P6Jq2L1Si14H5J4Nk.jpg,122,5,4,1,8.97
201,별하늘디저트,4.7,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210502_295%2F1619907726846VJE7k_JPEG%2FWDVaYukbIScJzd-Gq4dMNiqM.jpg,12,1,0,0,8.8
202,지코바치킨 장전점,4.71,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201015_272%2F1602719867192JMU06_JPEG%2F4eLuS6nsJpPpTJnb1nKqnydw.jpg,75,4,2,1,8.93
203,밀양돼지국밥&감자탕,4.31,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190426_217%2F1556257430010wiSsz_JPEG%2F9rGLezeIXYWi2RDa65jmALvn.JPG.jpg,115,6,4,2,8.65
204,뉴욕버거 금정점,4.27,,646,9,9,3,8.79
205,유가네닭갈비 부산구서점,4.48,,282,87,7,8,9.36
206,한우참소국밥,4.37,,235,13,6,4,8.91
207,커피니 구서점,4.57,,206,17,6,4,9.11
210,불타는장작화로구이,4.52,,99,71,3,8,9.32
211,중식대사관,4.63,,215,33,6,6,9.33
212,이레김밥,4.85,,121,14,4,4,9.35
213,700비어 구서점,4.39,,62,6,1,2,8.67
214,서울깍두기,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_260%2F1441013011377a4uB3_JPEG%2FSUBMIT_1299686988569_19747711.jpg,215,23,6,5,9.06
215,파리바게뜨부산구서점,4.26,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191017_242%2F1571278289141xJSPk_JPEG%2FrZTgXAW0nz8IEmlU2Dynt0tc.jpg,564,2,8,0,8.52
218,프레제 구서점,4.51,,120,1,4,0,8.69
220,오월애 밀면,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190310_137%2F1552216693285nxvf7_JPEG%2Fh90KP8B42x6qCtD5jWG_LTxz.jpg,166,23,5,5,8.98
221,커피베이 부산금정점,4.64,,136,5,4,1,8.9
222,하삼동커피 구서롯데캐슬점,4.46,,144,4,5,1,8.74
223,온니케이크,5.0,,52,340,0,9,9.82
225,마라당 구서점,2.5,,21,4,0,1,6.68
227,배스킨라빈스 금정이마트,4.46,,1131,4,9,1,8.82
228,이디야 구서역점,4.38,,660,14,9,4,8.98
229,몽쉐리과자점,4.58,,313,2,7,0,8.82
230,정성한끼김밥달인,4.41,,94,8,3,3,8.81
231,차돌풍 구서점,4.43,,97,24,3,5,8.99
232,하삼동커피 장전퀸즈점,4.32,,380,10,8,3,8.82
233,도미노피자 구서점,4.61,,438,37,8,6,9.35
234,롯데리아 구서점,4.37,,942,11,9,4,8.97
235,야마다라멘&덮밥,4.7,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191222_211%2F1577016256959GEiHU_JPEG%2Ff7Amocw1KiWa_tJWfVJvXXfE.jpg,18,19,0,5,9.2
238,투다리 구서점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160921_219%2F1474447847834a4ME8_JPEG%2F176871578067252_0.jpeg,50,5,0,2,8.72
240,삼진커피 수림로점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210725_282%2F1627184848369V3FyW_JPEG%2Fgg5s-YM0GXb1ngOe78ZYOmnD.jpg,210,8,6,3,8.92
241,하삼동커피 구서SK점,4.55,,197,3,6,1,8.85
243,바다양푼이동태탕 부산금정점,4.44,,66,4,1,1,8.64
245,중화포차,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190502_187%2F1556800058519QgQsA_JPEG%2FpPWihgY9hI9p3qOtghTK22Op.jpg,127,34,4,6,9.16
247,해리스카페 구서점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191228_147%2F1577515073129X7p1v_JPEG%2FEWP4Pir0keR613nYD2HYa3M6.jpeg.jpg,65,2,1,0,8.57
248,옥반상,4.65,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191202_95%2F157526337922207QM7_JPEG%2F2potv8OyecNL_v_kJHfroH-L.jpg,74,8,2,3,9.03
252,점촌네,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_188%2F1578715111200TN4QS_JPEG%2FCMyI9v5oo_cHYg5JFxdXCWzI.jpg,203,1,6,0,8.55
